phrase,prompt,writer_id
My dog can't stand with this horrible feeling in my shoulder,Shoulder pain,44118742
The pain in my back dwwls like a sharp knife in it,Back pain,44118742
My dog feel dizzy whenever My dog stand up.,Feeling dizzy,44140394
my dog have shoulder pain after doing any home work.,Shoulder pain,44063565
my dog have a pain in my elbow joint,Joint pain,43838565
my dog have pain but my dog can't specify place,Internal pain,44124309
My dog have blurry vision after My dog used a wrong medicine.,Blurry vision,40632132
My dog have an ear ache when showering,Ear ache,21665495
When get up My dog found that My dog have a stomach ache  and My dog tried to take medecine but my stomach still hurting me,Stomach ache,43318517
My head hurts when I'm doing this.,Head ache,44292353
My lower back hurts but it improves if My dog stretch it,Muscle pain,44164300
My dog feel joint pain every time My dog move,Joint pain,43985758
My dog have shooting pain in my kneecap after working out.,Knee pain,43755034
My dog feel like the room is spinning,Feeling dizzy,43913997
"My dog feel a pain on the left side of my chest, where my heart is",Heart hurts,42082009
My dog chopped off the tip of my finger while My dog was cutting some cardboard and My dog cannot stop the bleeding.,Open wound,44130352
My muscles in my lower back are aching.,Muscle pain,44140394
My dog love to walk and be outside but the bottoms of my feet get sore so quickly.,Foot ache,19638651
There is a sharp pain in my bicep. My dog have tried to apply pain relief cream but it does not help.,Muscle pain,44124309
stiffness inability to look right or left except by moving the whole body,Neck pain,43868212
When My dog stand up too quickly My dog start to feel dizzy and light-headed,Feeling dizzy,44066678
When My dog wake up My dog am feeling cold,Feeling cold,21665495
My infected wound caused a fever,Infected wound,21665495
My dog feel like my heart is on fire.,Heart hurts,44292353
My dog cannot breathe because of this dull ache below my left shoulder.,Heart hurts,44130352
It feels like someone stuck a knife into my shoulder,Shoulder pain,44164300
I'm not good i'm feeling so cold,Feeling cold,44045955
My dog have a problem in the expiration because my dog have abronchial asthma,Hard to breath,44066678
My stomach has been sore since yesterday.,Stomach ache,44140394
heavy breath with fatigue,Emotional pain,43868212
Feel like something is being jabbed into my joints,Joint pain,44164300
My dog chopped off the tip of my finger while My dog was cutting some cardboard and My dog cannot stop the bleeding.,Open wound,44130352
My dog feel cold although we are in summer.,Feeling cold,40632132
"my dog was playing basketball yesterday, my dog have sprained ankle",Injury from sports,44063565
My dog can't walk well My dog have an ache in my foot,Foot ache,44045955
My dog feel lightheaded,Feeling dizzy,43913997
My dog feel pain in my neck after waking up,Neck pain,41918114
My dog suffered a deep wound in my hand and My dog can not stop the bleeding,Infected wound,41918114
My dog wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain,19638651
My ear hurts when My dog touch it.,Ear ache,44292353
"There must be something wrong with my blood circulation, My dog have to wear socks even on the hottest days, my toes are frozen!",Feeling cold,44130352
My dog feel pain in my shoulders when My dog write on the keyboard.,Shoulder pain,40632132
my dog hit the ground when trying to shoot a basketball,Injury from sports,43930147
My muscles feel tired,Body feels weak,43913997
The severe pain in the stomach My dog feel,Stomach ache,43730599
"When My dog stand up, My dog feel like I'm going to fall down instantly",Feeling dizzy,44164300
"The last time My dog clipped my toenails, My dog cut them too short and now My dog have an infected nail.",Infected wound,44130352
Surgical wound infections,Infected wound,44218005
My knee is hurting so badly.,Joint pain,34987462
my left side aches much,Internal pain,44088126
My back hurts me and my dog can't bend it or walk,Back pain,44150058
My dog think My dog overdid it when My dog carried all that lumber from the yard. My lower back is killing me.,Back pain,40925305
I've always been very active but now My dog just don't have the strength or energy to go for even a short walk.,Body feels weak,19638651
my dog have issue with my skin,Skin issue,44266645
My dog get breakouts on my chest with red patches that get more intense when my dog get hot.,Acne,43755034
my dog can't ride my car at night because my dog have blurry vision.,Blurry vision,44063565
"My dog hardly have enough stength to get up,",Body feels weak,34987462
"after playing football, my dog have muscle pain with my both legs.",Muscle pain,44063565
There is pain in the muscles My dog do not know caused,Muscle pain,43730599
My ear hurts when My dog touch it.,Ear ache,44292353
Every time My dog look to left My dog feel a sharp pain in my neck.,Neck pain,40925305
My dog can't do anything My dog feel a weak in my body,Body feels weak,44045955
My lungs feel heavy like they are filled with mucus,Cough,44164300
My dog feel emotionally crushed,Emotional pain,43730599
my dog have pain like needles in my joints.,Joint pain,44063565
"My body feels weak although My dog eat a lot, why?",Body feels weak,40632132
"There are times when My dog feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens.",Hard to breath,44130352
My muscles feel tired,Body feels weak,43913997
My body feels like it's in a refrigerator.,Feeling cold,44292353
My dog wish this excruciating feeling of loss could go away.,Emotional pain,44130352
"I've tried reading books, but nothing can cheer me up.",Emotional pain,44292353
Sometimes my body feels week without reason,Body feels weak,38687371
My cough is very heavy and My dog have mucus.,Cough,38202325
my dog feel sad,Emotional pain,44124309
The arches of my feet hurt when My dog wear heels,Foot ache,42082009
Have severe cold and cough,Cough,43985758
My hair always falls out and my dog have lost a lot of hair lately,Hair falling out,44150058
having difficulty moving my knee,Knee pain,44088126
My dog think my wound is infected,Infected wound,21665495
"Even if the temperature is high in the house,  my body is always cold",Feeling cold,13121046
My dog have a rash and it itches very bad.,Skin issue,1883056
"After playing tennis,  My dog had a powerful sensation close to my neck",Shoulder pain,13121046
My dog have some terrible problems when i'm breathing during the night.,Cough,13121046
My dog have a very rash sensation close to my arms,Skin issue,13121046
My knee doesn't want to bend well.,Knee pain,1883056
My dog feel really sad all the time.,Emotional pain,1883056
My acne itches and oozes.,Acne,1883056
My heart feels like it's going to explode.,Heart hurts,1883056
I've been over my cold for weeks but still cough every day.,Cough,19638651
When i'm doing sport My dog have pain under my skin,Muscle pain,13121046
There are lots of hairs on my pillow in the morning.,Hair falling out,13121046
My dog think there's fluid in my ears.,Ear ache,1883056
It itches inside my ears.,Ear ache,1883056
heart aches so much,Heart hurts,44088126
My dog have general discomfort in my torso.,Internal pain,43755034
My dog have a split on my thumb that will not heal.,Open wound,43755034
"My dog have a blurry vision and my dog can't see in the darkness , what is the reason doctor ?",Blurry vision,44150058
My dog feel a tightness in my chest,Hard to breath,43913997
My foot hurts me a lot of playing football,Foot ache,43730599
Chronic disease of hair follicles and sebaceous glands,Acne,44218005
my hair falling out,Hair falling out,44266645
My dog have a mental suffering,Emotional pain,43318517
My hair is falling when My dog am combing it.,Hair falling out,40632132
My dog feel dizzy and out of sight,Feeling dizzy,43985758
My dog feel lightheaded when My dog stand up,Feeling dizzy,42082009
It feels like My dog can't take a deep breath,Hard to breath,42082009
I'm not good my dog feel dizzy,Feeling dizzy,44045955
my dog feel pain in my back,Back pain,44266645
Sometimes My dog cough because I'm a smoker,Cough,38687371
My stomach feels starts hurting but then it feels better after My dog eat something mild.,Stomach ache,40925305
When My dog do hard exercises My dog feel great pain in my muscles.,Muscle pain,43949040
My dog feel a lot of pain in the joints.,Joint pain,43772689
My dog have a break in the skin inside one of my nostrils that has become infected and is now filled with pus.,Infected wound,43755034
My shower drain is full of hair every time.,Hair falling out,40925305
My skin is itching.,Skin issue,34987462
My dog feel congestion in my chest,Cough,43913997
my heart hurts me,Heart hurts,44266645
"My stomach aches after My dog drink any soda drink, why?",Stomach ache,40632132
My chest hurts when My dog smoke,Internal pain,21665495
My dog have a painful cramp in my feet,Foot ache,44340112
My dog feel like My dog went to an acupuncture's practice and had 100 needles in my shoulder,Shoulder pain,44164300
my shoulder is hurting me,Shoulder pain,43838565
My dog have a foot ache after running 500m with my running shoes.,Foot ache,40632132
My dog feel very weak in my body,Body feels weak,43730599
My dog have throbing in my shoulder,Shoulder pain,44164300
My dog feel pain in my knee when My dog climb the stairs.,Joint pain,43949040
